cycle,cell,psi,residual,resnorm
8,7,0.1272576691747525,-2.957634137601417e-13,2.936395174632115e-12
8,8,0.8663254082863949,-1.020517004235444e-12,2.936395174632115e-12
8,9,0.6184812215487892,-2.710831559227245e-12,2.936395174632115e-12
8,10,0.381518778452537,-2.25519602992108e-12,2.936395174632115e-12
8,11,0.1336745917140963,-7.008837954458613e-13,2.936395174632115e-12
8,12,0.8404034890590706,-3.375522084070326e-12,2.936395174632115e-12
8,13,0.602966676689749,-3.275157922644212e-12,2.936395174632115e-12
8,14,0.3970333233132446,-1.605882093969058e-12,2.936395174632115e-12
8,15,0.1595965109424913,-2.676747712371252e-13,2.936395174632115e-12
8,16,0.7327253603158338,-1.315392239575885e-12,2.936395174632115e-12
8,17,0.5559486728346166,-9.043876758596525e-13,2.936395174632115e-12
8,18,0.4440513271665953,-2.675637489346627e-13,2.936395174632115e-12
8,19,0.2672746396848478,0,2.936395174632115e-12
9,0,0.8742722230708995,3.224087663511455e-13,1.359269839541964e-13
9,1,0.6243465614592066,2.822186928597148e-13,1.359269839541964e-13
9,2,0.3756534385405545,8.948397578478762e-14,1.359269839541964e-13
9,3,0.1257277769289592,1.099120794378905e-14,1.359269839541964e-13
9,4,0.8727423308247136,-8.881784197001252e-15,1.359269839541964e-13
9,5,0.623114022766448,-4.451994328746878e-14,1.359269839541964e-13
9,6,0.3768859772335871,-6.106226635438361e-14,1.359269839541964e-13
9,7,0.1272576691752933,-2.617350780553807e-14,1.359269839541964e-13
9,8,0.8663254082862115,-1.412203687323199e-13,1.359269839541964e-13
9,9,0.61848122154824,-2.078337502098293e-13,1.359269839541964e-13
9,10,0.3815187784519914,-1.251221348752551e-13,1.359269839541964e-13
9,11,0.1336745917138941,-3.688715999317083e-14,1.359269839541964e-13
9,12,0.840403489057963,-1.77635683940025e-13,1.359269839541964e-13
9,13,0.6029666766881014,-1.585398479164724e-13,1.359269839541964e-13
9,14,0.3970333233121193,-8.060219158778636e-14,1.359269839541964e-13
9,15,0.1595965109421488,-1.337818744673314e-14,1.359269839541964e-13
9,16,0.7327253603153245,-5.906386491005833e-14,1.359269839541964e-13
9,17,0.5559486728339249,-4.352074256530614e-14,1.359269839541964e-13
9,18,0.4440513271661549,-1.332267629550188e-14,1.359269839541964e-13
9,19,0.2672746396847173,1.110223024625157e-16,1.359269839541964e-13
10,0,0.8742722230710218,7.993605777301127e-15,6.895277999368383e-15
10,1,0.6243465614593697,3.108624468950438e-15,6.895277999368383e-15
10,2,0.3756534385406409,-2.275957200481571e-15,6.895277999368383e-15
10,3,0.1257277769289812,-1.332267629550188e-15,6.895277999368383e-15
10,4,0.8727423308247255,-7.549516567451064e-15,6.895277999368383e-15
10,5,0.6231140227664496,-1.06581410364015e-14,6.895277999368383e-15
10,6,0.3768859772335696,-7.66053886991358e-15,6.895277999368383e-15
10,7,0.1272576691752826,-1.77635683940025e-15,6.895277999368383e-15
10,8,0.8663254082861492,-1.06581410364015e-14,6.895277999368383e-15
10,9,0.6184812215481228,-1.265654248072678e-14,6.895277999368383e-15
10,10,0.3815187784518976,-6.050715484207103e-15,6.895277999368383e-15
10,11,0.1336745917138604,-1.665334536937735e-15,6.895277999368383e-15
10,12,0.8404034890578869,-8.43769498715119e-15,6.895277999368383e-15
10,13,0.6029666766879821,-6.439293542825908e-15,6.895277999368383e-15
10,14,0.3970333233120318,-3.33066907387547e-15,6.895277999368383e-15
10,15,0.15959651094212,-4.996003610813204e-16,6.895277999368383e-15
10,16,0.7327253603152949,-2.220446049250313e-15,6.895277999368383e-15
10,17,0.5559486728338805,-1.77635683940025e-15,6.895277999368383e-15
10,18,0.4440513271661241,-4.440892098500626e-16,6.895277999368383e-15
10,19,0.2672746396847074,0,6.895277999368383e-15
11,0,0.8742722230710218,-4.440892098500626e-16,3.489272363107635e-16
11,1,0.6243465614593658,-4.440892098500626e-16,3.489272363107635e-16
11,2,0.3756534385406353,-2.775557561562891e-16,3.489272363107635e-16
11,3,0.1257277769289787,-1.110223024625157e-16,3.489272363107635e-16
11,4,0.8727423308247211,-8.881784197001252e-16,3.489272363107635e-16
11,5,0.62311402276644,-4.440892098500626e-16,3.489272363107635e-16
11,6,0.376885977233561,-3.885780586188048e-16,3.489272363107635e-16
11,7,0.1272576691752794,0,3.489272363107635e-16
11,8,0.866325408286143,-4.440892098500626e-16,3.489272363107635e-16
11,9,0.6184812215481117,-3.33066907387547e-16,3.489272363107635e-16
11,10,0.381518778451889,5.551115123125783e-17,3.489272363107635e-16
11,11,0.1336745917138573,-5.551115123125783e-17,3.489272363107635e-16
11,12,0.8404034890578821,4.440892098500626e-16,3.489272363107635e-16
11,13,0.6029666766879744,0,3.489272363107635e-16
11,14,0.3970333233120259,-5.551115123125783e-17,3.489272363107635e-16
11,15,0.159596510942118,5.551115123125783e-17,3.489272363107635e-16
11,16,0.7327253603152933,0,3.489272363107635e-16
11,17,0.5559486728338781,-4.440892098500626e-16,3.489272363107635e-16
11,18,0.4440513271661222,0,3.489272363107635e-16
11,19,0.2672746396847067,0,3.489272363107635e-16
12,0,0.8742722230710215,0,2.220446049250313e-16
