solver,step,grid,cell,x,r
amgx,1,0,3,0.000000000000e+00,0.000000000000e+00
amgx,1,0,4,3.000000000000e-01,1.175000000000e+00
amgx,1,0,5,0.000000000000e+00,3.000000000000e-01
amgx,1,0,6,0.000000000000e+00,-0.000000000000e+00
amgx,1,0,7,0.000000000000e+00,0.000000000000e+00
amgx,1,0,8,3.000000000000e-01,1.100000000000e+00
amgx,1,0,9,0.000000000000e+00,3.000000000000e-01
amgx,1,0,10,0.000000000000e+00,-0.000000000000e+00
amgx,1,0,11,0.000000000000e+00,0.000000000000e+00
amgx,1,0,12,3.000000000000e-01,1.175000000000e+00
amgx,1,0,13,0.000000000000e+00,4.500000000000e-01
amgx,1,0,14,0.000000000000e+00,1.500000000000e-01
amgx,1,0,15,0.000000000000e+00,1.250000000000e-01
amgx,1,0,16,3.750000000000e-01,1.200000000000e+00
amgx,1,0,17,1.500000000000e-01,7.750000000000e-01
amgx,1,0,18,1.500000000000e-01,5.250000000000e-01
amgx,1,0,19,1.250000000000e-01,4.000000000000e-01
amgx,2,0,0,5.250000000000e-01,4.700000000000e-01
amgx,2,0,1,9.375000000000e-02,3.000000000000e-01
amgx,2,0,2,0.000000000000e+00,9.375000000000e-02
amgx,2,0,3,0.000000000000e+00,0.000000000000e+00
amgx,2,0,4,4.762500000000e-01,6.650000000000e-01
amgx,2,0,5,5.625000000000e-02,4.012500000000e-01
amgx,2,0,6,0.000000000000e+00,5.625000000000e-02
amgx,2,0,7,0.000000000000e+00,0.000000000000e+00
amgx,2,0,8,4.650000000000e-01,6.837500000000e-01
amgx,2,0,9,5.625000000000e-02,3.806250000000e-01
amgx,2,0,10,0.000000000000e+00,8.437500000000e-02
amgx,2,0,11,0.000000000000e+00,1.875000000000e-02
amgx,2,0,12,4.762500000000e-01,6.931250000000e-01
amgx,2,0,13,8.437500000000e-02,4.893750000000e-01
amgx,2,0,14,2.812500000000e-02,2.193750000000e-01
amgx,2,0,15,1.875000000000e-02,1.093750000000e-01
amgx,2,0,16,5.250000000000e-01,5.925000000000e-01
amgx,2,0,17,2.662500000000e-01,5.068750000000e-01
amgx,2,0,18,2.287500000000e-01,3.256250000000e-01
amgx,2,0,19,1.750000000000e-01,1.975000000000e-01
amgx,3,0,0,5.250000000000e-01,4.700000000000e-01
amgx,3,0,1,9.375000000000e-02,3.000000000000e-01
amgx,3,0,2,0.000000000000e+00,9.375000000000e-02
amgx,3,0,3,0.000000000000e+00,0.000000000000e+00
amgx,3,0,4,4.762500000000e-01,6.650000000000e-01
amgx,3,0,5,5.625000000000e-02,4.012500000000e-01
amgx,3,0,6,0.000000000000e+00,5.625000000000e-02
amgx,3,0,7,0.000000000000e+00,0.000000000000e+00
amgx,3,0,8,4.650000000000e-01,6.837500000000e-01
amgx,3,0,9,5.625000000000e-02,3.806250000000e-01
amgx,3,0,10,0.000000000000e+00,8.437500000000e-02
amgx,3,0,11,0.000000000000e+00,1.875000000000e-02
amgx,3,0,12,4.762500000000e-01,6.931250000000e-01
amgx,3,0,13,8.437500000000e-02,4.893750000000e-01
amgx,3,0,14,2.812500000000e-02,2.193750000000e-01
amgx,3,0,15,1.875000000000e-02,1.093750000000e-01
amgx,3,0,16,5.250000000000e-01,5.925000000000e-01
amgx,3,0,17,2.662500000000e-01,5.068750000000e-01
amgx,3,0,18,2.287500000000e-01,3.256250000000e-01
amgx,3,0,19,1.750000000000e-01,1.975000000000e-01
amgx,4,1,0,0.000000000000e+00,7.700000000000e-01
amgx,4,1,1,0.000000000000e+00,9.375000000000e-02
amgx,4,1,2,0.000000000000e+00,1.066250000000e+00
amgx,4,1,3,0.000000000000e+00,5.625000000000e-02
amgx,4,1,4,0.000000000000e+00,1.064375000000e+00
amgx,4,1,5,0.000000000000e+00,1.031250000000e-01
amgx,4,1,6,0.000000000000e+00,1.182500000000e+00
amgx,4,1,7,0.000000000000e+00,3.287500000000e-01
amgx,4,1,8,0.000000000000e+00,1.099375000000e+00
amgx,4,1,9,0.000000000000e+00,5.231250000000e-01
amgx,5,1,0,1.155000000000e-01,4.350446428571e-01
amgx,5,1,1,1.406250000000e-02,1.509910714286e-01
amgx,5,1,2,1.142410714286e-01,7.316696428571e-01
amgx,5,1,3,6.026785714286e-03,1.785267857143e-01
amgx,5,1,4,1.140401785714e-01,7.590178571429e-01
amgx,5,1,5,1.104910714286e-02,2.223214285714e-01
amgx,5,1,6,1.266964285714e-01,7.421577380952e-01
amgx,5,1,7,3.522321428571e-02,3.181696428571e-01
amgx,5,1,8,9.161458333333e-02,5.718303571429e-01
amgx,5,1,9,4.359375000000e-02,2.928422619048e-01
amgx,6,1,0,1.807566964286e-01,2.881961734694e-01
amgx,6,1,1,3.671116071429e-02,1.412602040816e-01
amgx,6,1,2,1.926342474490e-01,4.952053571429e-01
amgx,6,1,3,2.515465561224e-02,2.159625000000e-01
amgx,6,1,4,1.953635204082e-01,5.293947704082e-01
amgx,6,1,5,3.486926020408e-02,2.433386479592e-01
amgx,6,1,6,2.062133290816e-01,4.775807823129e-01
amgx,6,1,7,6.931281887755e-02,2.555066609977e-01
amgx,6,1,8,1.392671130952e-01,3.263949121315e-01
amgx,6,1,9,6.799727182540e-02,1.890423044218e-01
amgx,7,1,0,1.807566964286e-01,2.881961734694e-01
amgx,7,1,1,3.671116071429e-02,1.412602040816e-01
amgx,7,1,2,1.926342474490e-01,4.952053571429e-01
amgx,7,1,3,2.515465561224e-02,2.159625000000e-01
amgx,7,1,4,1.953635204082e-01,5.293947704082e-01
amgx,7,1,5,3.486926020408e-02,2.433386479592e-01
amgx,7,1,6,2.062133290816e-01,4.775807823129e-01
amgx,7,1,7,6.931281887755e-02,2.555066609977e-01
amgx,7,1,8,1.392671130952e-01,3.263949121315e-01
amgx,7,1,9,6.799727182540e-02,1.890423044218e-01
amgx,8,2,0,0.000000000000e+00,7.834015306122e-01
amgx,8,2,1,0.000000000000e+00,3.572227040816e-01
amgx,8,2,2,0.000000000000e+00,1.006975552721e+00
amgx,8,2,3,0.000000000000e+00,4.988453089569e-01
amgx,8,2,4,0.000000000000e+00,5.154372165533e-01
amgx,9,2,0,7.344389349490e-02,4.138759725765e-01
amgx,9,2,1,3.348962850765e-02,3.110202593537e-01
amgx,9,2,2,7.552316645408e-02,5.217807105655e-01
amgx,9,2,3,3.741339817177e-02,3.910591562146e-01
amgx,9,2,4,2.416111952594e-02,3.547324333900e-01
amgx,10,2,0,1.122447659239e-01,2.400523983578e-01
amgx,10,2,1,6.264777782207e-02,2.140156831287e-01
amgx,10,2,2,1.146567197465e-01,2.999619615620e-01
amgx,10,2,3,6.674283488786e-02,2.676043598976e-01
amgx,10,2,4,4.078920234109e-02,2.256090883645e-01
amgx,11,2,0,1.122447659239e-01,2.400523983578e-01
amgx,11,2,1,6.264777782207e-02,2.140156831287e-01
amgx,11,2,2,1.146567197465e-01,2.999619615620e-01
amgx,11,2,3,6.674283488786e-02,2.676043598976e-01
amgx,11,2,4,4.078920234109e-02,2.256090883645e-01
amgx,12,3,0,0.000000000000e+00,4.540680814865e-01
amgx,12,3,1,0.000000000000e+00,7.931754098241e-01
amgx,13,3,0,5.172917498152e-02,-5.551115123126e-17
amgx,13,3,1,4.167050457292e-02,2.220446049250e-16
amgx,14,2,0,1.639739409055e-01,1.301835761453e-02
amgx,14,2,1,1.143769528036e-01,-1.301835761453e-02
amgx,14,2,2,1.563272243194e-01,1.533972840875e-01
amgx,14,2,3,1.084133394608e-01,1.210396824231e-01
amgx,14,2,4,8.245970691402e-02,-2.744369665106e-01
amgx,15,2,0,1.651944119318e-01,2.382323996403e-02
amgx,15,2,1,1.131564817772e-01,1.734230501256e-02
amgx,15,2,2,1.678320206260e-01,3.321774982769e-02
amgx,15,2,3,1.174913156425e-01,2.510010555580e-02
amgx,15,2,4,6.959547410883e-02,-2.744369665106e-02
amgx,16,2,0,1.674278406785e-01,1.419015465501e-02
amgx,16,2,1,1.147823228721e-01,1.256744957977e-02
amgx,16,2,2,1.703233518631e-01,1.396346422251e-02
amgx,16,2,3,1.193738235592e-01,1.193652449192e-02
amgx,16,2,4,6.830905082831e-02,1.886754144760e-03
amgx,17,1,0,3.481845371070e-01,-9.930502569383e-02
amgx,17,1,1,1.514934835864e-01,-3.565892385636e-02
amgx,17,1,2,3.600620881274e-01,1.134951803488e-01
amgx,17,1,3,1.399369784844e-01,4.822637343612e-02
amgx,17,1,4,3.656868722712e-01,1.320075160090e-01
amgx,17,1,5,1.542430837633e-01,4.635752777052e-02
amgx,17,1,6,3.765366809447e-01,-1.180440517865e-01
amgx,17,1,7,1.886866424368e-01,-3.442100327860e-02
amgx,17,1,8,2.075761639236e-01,1.205692092311e-01
amgx,17,1,9,1.363063226537e-01,-1.186824550863e-01
amgx,18,1,0,3.332887832530e-01,-5.854699212873e-03
amgx,18,1,1,1.461446450080e-01,-1.347626193899e-02
amgx,18,1,2,3.722222860220e-01,3.203672367772e-02
amgx,18,1,3,1.451040899240e-01,2.345287004747e-02
amgx,18,1,4,3.798305347008e-01,3.699399881245e-02
amgx,18,1,5,1.592099617387e-01,2.869133797735e-02
amgx,18,1,6,3.638891039676e-01,1.518321548064e-02
amgx,18,1,7,1.849986777998e-01,-3.109948102701e-02
amgx,18,1,8,2.176235980261e-01,-5.043056237003e-03
amgx,18,1,9,1.264161180632e-01,-2.699910894298e-02
amgx,19,1,0,3.324105783710e-01,3.379898122587e-03
amgx,19,1,1,1.441232057171e-01,7.783446434924e-04
amgx,19,1,2,3.756547921303e-01,1.669286412047e-02
amgx,19,1,3,1.476168974291e-01,1.140098889079e-02
amgx,19,1,4,3.837941774307e-01,2.244113002034e-02
amgx,19,1,5,1.622840336648e-01,9.497917728628e-03
amgx,19,1,6,3.655158770548e-01,7.550492704244e-03
amgx,19,1,7,1.816665905469e-01,-4.499804807747e-03
amgx,19,1,8,2.172033433397e-01,-2.571436300762e-04
amgx,19,1,9,1.241661923179e-01,-1.383420642795e-02
amgx,20,0,0,8.574105783710e-01,-1.515769429828e-01
amgx,20,0,1,4.261605783710e-01,1.549568411054e-01
amgx,20,0,2,1.441232057171e-01,2.855310643658e-01
amgx,20,0,3,1.441232057171e-01,-2.847527197223e-01
amgx,20,0,4,8.519047921303e-01,-1.214144127194e-01
amgx,20,0,5,4.319047921303e-01,1.381072768399e-01
amgx,20,0,6,1.476168974291e-01,2.954613392251e-01
amgx,20,0,7,1.476168974291e-01,-2.840603503343e-01
amgx,20,0,8,8.487941774307e-01,-1.102560405376e-01
amgx,20,0,9,4.400441774307e-01,1.326971705579e-01
amgx,20,0,10,1.622840336648e-01,3.106005644121e-01
amgx,20,0,11,1.622840336648e-01,-3.011026466834e-01
amgx,20,0,12,8.417658770548e-01,-1.679409874487e-01
amgx,20,0,13,4.498908770548e-01,1.754914801529e-01
amgx,20,0,14,2.097915905469e-01,3.263413313969e-01
amgx,20,0,15,2.004165905469e-01,-3.308411362047e-01
amgx,20,0,16,7.422033433397e-01,-1.280008396439e-01
amgx,20,0,17,4.834533433397e-01,1.277436960138e-01
amgx,20,0,18,3.529161923179e-01,2.278301646149e-01
amgx,20,0,19,2.991661923179e-01,-2.416643710428e-01
amgx,21,0,0,8.289899015617e-01,-1.736718737727e-02
amgx,21,0,1,4.648997886474e-01,1.075964139660e-01
amgx,21,0,2,2.155059718086e-01,1.121298425246e-01
amgx,21,0,3,9.073207076919e-02,-4.241446638927e-02
amgx,21,0,4,8.336926302224e-01,-4.941757166229e-02
amgx,21,0,5,4.577999065378e-01,1.353335881627e-01
amgx,21,0,6,2.030158985338e-01,1.867717685823e-01
amgx,21,0,7,1.050078448789e-01,-1.141726184293e-01
amgx,21,0,8,8.322557713500e-01,-4.608660068001e-02
amgx,21,0,9,4.649248969103e-01,1.336732593223e-01
amgx,21,0,10,2.205216394921e-01,1.739534643217e-01
amgx,21,0,11,1.171186366623e-01,-1.092732788244e-01
amgx,21,0,12,8.165747289375e-01,-4.161910536962e-02
amgx,21,0,13,4.827955295834e-01,1.239129954395e-01
amgx,21,0,14,2.709805901838e-01,1.572759454667e-01
amgx,21,0,15,1.507904201162e-01,-9.689472779711e-02
amgx,21,0,16,7.262032383842e-01,-3.802980362620e-02
amgx,21,0,17,5.026148977418e-01,8.301499626887e-02
amgx,21,0,18,3.870907170102e-01,1.071000488124e-01
amgx,21,0,19,2.689581459376e-01,-7.586773849918e-02
amgx,22,0,0,8.257335539285e-01,1.514467089784e-02
amgx,22,0,1,4.917988921389e-01,7.705026426991e-02
amgx,22,0,2,2.435384324397e-01,8.199855828384e-02
amgx,22,0,3,8.277935832121e-02,3.029512694246e-04
amgx,22,0,4,8.262799944730e-01,2.851317129698e-03
amgx,22,0,5,4.831749543183e-01,1.134033075149e-01
amgx,22,0,6,2.380356051429e-01,1.155908323532e-01
amgx,22,0,7,8.788195211452e-02,-1.786715226980e-02
amgx,22,0,8,8.253427812480e-01,-1.134156018630e-04
amgx,22,0,9,4.899886330332e-01,1.077303337143e-01
amgx,22,0,10,2.531379140524e-01,1.166700567639e-01
amgx,22,0,11,1.007276448387e-01,-2.636214707975e-02
amgx,22,0,12,8.103318631320e-01,1.162194747232e-03
amgx,22,0,13,5.060292162284e-01,9.174060839270e-02
amgx,22,0,14,3.004698299588e-01,9.669974572420e-02
amgx,22,0,15,1.362562109466e-01,-2.060890131034e-02
amgx,22,0,16,7.214495129310e-01,-3.298067271663e-03
amgx,22,0,17,5.150671471821e-01,5.529871758071e-02
amgx,22,0,18,4.031557243320e-01,5.923303410603e-02
amgx,22,0,19,2.594746786252e-01,-1.743613647251e-02
amgx,23,0,0,8.561315777910e-01,-5.792451633647e-02
amgx,23,0,1,5.099036601814e-01,7.988674313255e-02
amgx,23,0,2,2.525038996240e-01,8.501720045908e-02
amgx,23,0,3,8.582674436674e-02,3.141039225696e-04
amgx,23,0,4,8.566981346462e-01,-7.067042972196e-02
amgx,23,0,5,5.009622462616e-01,1.175780639258e-01
amgx,23,0,6,2.467984947831e-01,1.198461188962e-01
amgx,23,0,7,9.111718176548e-02,-1.852490211958e-02
amgx,23,0,8,8.557264194564e-01,-7.374430421709e-02
amgx,23,0,9,5.080267593615e-01,1.116962489171e-01
amgx,23,0,10,2.624567703775e-01,1.209650731801e-01
amgx,23,0,11,1.044357675580e-01,-2.733262620366e-02
amgx,23,0,12,8.401628990574e-01,-7.242173436920e-02
amgx,23,0,13,5.246578502676e-01,9.511788813362e-02
amgx,23,0,14,3.115311329876e-01,1.002595879566e-01
amgx,23,0,15,1.412722594432e-01,-2.136758414553e-02
amgx,23,0,16,7.480084911938e-01,-1.138595503079e-01
amgx,23,0,17,5.340284977974e-01,2.052109229312e-02
amgx,23,0,18,4.179972398188e-01,2.460024421607e-02
amgx,23,0,19,2.690268125248e-01,-5.489137588710e-02
amgx,24,0,0,8.561315777910e-01,-5.792451633647e-02
amgx,24,0,1,5.099036601814e-01,7.988674313255e-02
amgx,24,0,2,2.525038996240e-01,8.501720045908e-02
amgx,24,0,3,8.582674436674e-02,3.141039225696e-04
amgx,24,0,4,8.566981346462e-01,-7.067042972196e-02
amgx,24,0,5,5.009622462616e-01,1.175780639258e-01
amgx,24,0,6,2.467984947831e-01,1.198461188962e-01
amgx,24,0,7,9.111718176548e-02,-1.852490211958e-02
amgx,24,0,8,8.557264194564e-01,-7.374430421709e-02
amgx,24,0,9,5.080267593615e-01,1.116962489171e-01
amgx,24,0,10,2.624567703775e-01,1.209650731801e-01
amgx,24,0,11,1.044357675580e-01,-2.733262620366e-02
amgx,24,0,12,8.401628990574e-01,-7.242173436920e-02
amgx,24,0,13,5.246578502676e-01,9.511788813362e-02
amgx,24,0,14,3.115311329876e-01,1.002595879566e-01
amgx,24,0,15,1.412722594432e-01,-2.136758414553e-02
amgx,24,0,16,7.480084911938e-01,-1.138595503079e-01
amgx,24,0,17,5.340284977974e-01,2.052109229312e-02
amgx,24,0,18,4.179972398188e-01,2.460024421607e-02
amgx,24,0,19,2.690268125248e-01,-5.489137588710e-02
amgx,25,0,0,-1.086084681309e-02,-5.110007759273e-03
amgx,25,0,1,1.997168578314e-02,5.241102607091e-02
amgx,25,0,2,2.125430011477e-02,6.375602767642e-02
amgx,25,0,3,5.889448548180e-05,1.855409077748e-02
amgx,25,0,4,-1.060056445829e-02,-1.754421289005e-02
amgx,25,0,5,2.204588698609e-02,8.217983127128e-02
amgx,25,0,6,2.247114729303e-02,9.316393272824e-02
amgx,25,0,7,-2.778735317936e-03,1.379892231807e-02
amgx,25,0,8,-1.106164563256e-02,-1.895685399599e-02
amgx,25,0,9,2.094304667195e-02,7.942385882912e-02
amgx,25,0,10,2.268095122127e-02,8.835424107134e-02
amgx,25,0,11,-4.099893930549e-03,9.863921730589e-03
amgx,25,0,12,-1.086326015538e-02,-2.556491898830e-02
amgx,25,0,13,1.783460402505e-02,5.573609513582e-02
amgx,25,0,14,1.879867274187e-02,6.606535124607e-02
amgx,25,0,15,-3.205137621830e-03,2.495460789051e-03
amgx,25,0,16,-1.423244378849e-02,-3.624998388839e-02
amgx,25,0,17,3.078163843968e-03,1.242246994226e-02
amgx,25,0,18,3.690036632411e-03,2.116547565397e-02
amgx,25,0,19,-6.861421985888e-03,-1.323794496120e-02
amgx,26,0,0,-1.181897326795e-02,9.193622644402e-03
amgx,26,0,1,3.307444230086e-02,4.349235534534e-02
amgx,26,0,2,3.719330703388e-02,4.998889284416e-02
amgx,26,0,3,3.537786506259e-03,2.264736796119e-02
amgx,26,0,4,-1.323219639180e-02,7.221010586590e-03
amgx,26,0,5,3.745460534945e-02,6.337629331905e-02
amgx,26,0,6,3.993938467958e-02,7.327496701312e-02
amgx,26,0,7,-7.088969702254e-04,2.587644824643e-02
amgx,26,0,8,-1.390517373196e-02,3.686390249709e-03
amgx,26,0,9,3.583502020241e-02,5.943809301009e-02
amgx,26,0,10,3.924737142215e-02,6.831561280306e-02
amgx,26,0,11,-2.620305670960e-03,2.147655809959e-02
amgx,26,0,12,-1.469799800362e-02,-3.315487994556e-03
amgx,26,0,13,2.828512186302e-02,3.924188331615e-02
amgx,26,0,14,3.118592610051e-02,4.708241631681e-02
amgx,26,0,15,-2.830818503472e-03,1.283596369534e-02
amgx,26,0,16,-1.876369177454e-02,-1.103386332900e-02
amgx,26,0,17,4.941534335307e-03,1.219970868558e-02
amgx,26,0,18,6.864857980506e-03,1.788724964332e-02
amgx,26,0,19,-8.516165106038e-03,2.396542261542e-04
amgx,27,0,0,-1.181897326795e-02,9.193622644402e-03
amgx,27,0,1,3.307444230086e-02,4.349235534534e-02
amgx,27,0,2,3.719330703388e-02,4.998889284416e-02
amgx,27,0,3,3.537786506259e-03,2.264736796119e-02
amgx,27,0,4,-1.323219639180e-02,7.221010586590e-03
amgx,27,0,5,3.745460534945e-02,6.337629331905e-02
amgx,27,0,6,3.993938467958e-02,7.327496701312e-02
amgx,27,0,7,-7.088969702254e-04,2.587644824643e-02
amgx,27,0,8,-1.390517373196e-02,3.686390249709e-03
amgx,27,0,9,3.583502020241e-02,5.943809301009e-02
amgx,27,0,10,3.924737142215e-02,6.831561280306e-02
amgx,27,0,11,-2.620305670960e-03,2.147655809959e-02
amgx,27,0,12,-1.469799800362e-02,-3.315487994556e-03
amgx,27,0,13,2.828512186302e-02,3.924188331615e-02
amgx,27,0,14,3.118592610051e-02,4.708241631681e-02
amgx,27,0,15,-2.830818503472e-03,1.283596369534e-02
amgx,27,0,16,-1.876369177454e-02,-1.103386332900e-02
amgx,27,0,17,4.941534335307e-03,1.219970868558e-02
amgx,27,0,18,6.864857980506e-03,1.788724964332e-02
amgx,27,0,19,-8.516165106038e-03,2.396542261542e-04
amgx,28,1,0,0.000000000000e+00,5.268597798974e-02
amgx,28,1,1,0.000000000000e+00,7.263626080534e-02
amgx,28,1,2,0.000000000000e+00,7.059730390563e-02
amgx,28,1,3,0.000000000000e+00,9.915141525955e-02
amgx,28,1,4,0.000000000000e+00,6.312448325980e-02
amgx,28,1,5,0.000000000000e+00,8.979217090266e-02
amgx,28,1,6,0.000000000000e+00,3.592639532159e-02
amgx,28,1,7,0.000000000000e+00,5.991838001215e-02
amgx,28,1,8,0.000000000000e+00,1.165845356574e-03
amgx,28,1,9,0.000000000000e+00,1.812690386947e-02
amgx,29,1,0,7.902896698461e-03,3.919492731230e-02
amgx,29,1,1,1.089543912080e-02,4.730869374113e-02
amgx,29,1,2,7.563996847032e-03,5.760516027824e-02
amgx,29,1,3,1.062336592067e-02,7.338390838266e-02
amgx,29,1,4,6.763337492121e-03,4.822821753178e-02
amgx,29,1,5,9.620589739570e-03,6.329776491886e-02
amgx,29,1,6,3.849256641599e-03,2.912240780394e-02
amgx,29,1,7,6.419826429873e-03,4.109118176869e-02
amgx,29,1,8,9.715377971454e-05,9.500549944797e-03
amgx,29,1,9,1.510575322456e-03,1.746853260683e-02
amgx,30,1,0,1.378213579531e-02,2.923899880601e-02
amgx,30,1,1,1.799174318197e-02,3.343153575698e-02
amgx,30,1,2,1.373597830541e-02,4.435694791820e-02
amgx,30,1,3,1.848592753309e-02,5.227437344471e-02
amgx,30,1,4,1.193064651338e-02,3.742343664186e-02
amgx,30,1,5,1.640249312373e-02,4.552212671198e-02
amgx,30,1,6,6.969514620593e-03,2.360127160238e-02
amgx,30,1,7,1.082245304795e-02,2.986828229063e-02
amgx,30,1,8,8.888662751143e-04,1.007136449476e-02
amgx,30,1,9,2.966286373025e-03,1.396409888325e-02
amgx,31,1,0,1.378213579531e-02,2.923899880601e-02
amgx,31,1,1,1.799174318197e-02,3.343153575698e-02
amgx,31,1,2,1.373597830541e-02,4.435694791820e-02
amgx,31,1,3,1.848592753309e-02,5.227437344471e-02
amgx,31,1,4,1.193064651338e-02,3.742343664186e-02
amgx,31,1,5,1.640249312373e-02,4.552212671198e-02
amgx,31,1,6,6.969514620593e-03,2.360127160238e-02
amgx,31,1,7,1.082245304795e-02,2.986828229063e-02
amgx,31,1,8,8.888662751143e-04,1.007136449476e-02
amgx,31,1,9,2.966286373025e-03,1.396409888325e-02
amgx,32,2,0,0.000000000000e+00,7.359594672421e-02
amgx,32,2,1,0.000000000000e+00,8.570590920170e-02
amgx,32,2,2,0.000000000000e+00,6.102470824425e-02
amgx,32,2,3,0.000000000000e+00,7.539040900261e-02
amgx,32,2,4,0.000000000000e+00,2.403546337801e-02
amgx,33,2,0,6.899620005395e-03,4.362255089301e-02
amgx,33,2,1,8.034928987659e-03,4.653427866161e-02
amgx,33,2,2,4.576853118318e-03,4.261730311393e-02
amgx,33,2,3,5.654280675196e-03,4.632449115430e-02
amgx,33,2,4,1.126662345844e-03,2.647113343153e-02
amgx,34,2,0,1.098923415161e-02,2.602341043939e-02
amgx,34,2,1,1.239751761218e-02,2.676147163099e-02
amgx,34,2,2,7.773150851863e-03,2.826389650327e-02
amgx,34,2,3,9.128617511768e-03,2.918056426392e-02
amgx,34,2,4,2.367496725447e-03,1.995905249812e-02
amgx,35,2,0,1.098923415161e-02,2.602341043939e-02
amgx,35,2,1,1.239751761218e-02,2.676147163099e-02
amgx,35,2,2,7.773150851863e-03,2.826389650327e-02
amgx,35,2,3,9.128617511768e-03,2.918056426392e-02
amgx,35,2,4,2.367496725447e-03,1.995905249812e-02
amgx,36,3,0,0.000000000000e+00,5.278488207038e-02
amgx,36,3,1,0.000000000000e+00,7.740351326531e-02
amgx,37,3,0,5.795776554229e-03,6.938893903907e-18
amgx,37,3,1,4.191109145093e-03,1.387778780781e-17
amgx,38,2,0,1.678501070584e-02,-3.690305957961e-04
amgx,38,2,1,1.819329416641e-02,3.690305957961e-04
amgx,38,2,2,1.196425999696e-02,1.470879474117e-02
amgx,38,2,3,1.331972665686e-02,1.562546250182e-02
amgx,38,2,4,6.558605870540e-03,-3.033425724300e-02
amgx,39,2,0,1.675041408749e-02,2.183254798939e-03
amgx,39,2,1,1.822789078477e-02,2.366883787511e-03
amgx,39,2,2,1.306741960254e-02,3.107988207324e-03
amgx,39,2,3,1.449163634450e-02,3.338041456813e-03
amgx,39,2,4,5.136687562275e-03,-3.033425724300e-03
amgx,40,2,0,1.695509422489e-02,1.455802640992e-03
amgx,40,2,1,1.844978613985e-02,1.501787440201e-03
amgx,40,2,2,1.330051871809e-02,1.402679883501e-03
amgx,40,2,3,1.474198945376e-02,1.460115643807e-03
amgx,40,2,4,4.994495731448e-03,2.085480185456e-04
amgx,41,1,0,3.073723002019e-02,-3.176497728806e-03
amgx,41,1,1,3.644152932182e-02,-4.962728437675e-03
amgx,41,1,2,3.069107253030e-02,4.632300369798e-03
amgx,41,1,3,3.693571367294e-02,6.464515877876e-03
amgx,41,1,4,2.523116523148e-02,1.957302095493e-02
amgx,41,1,5,3.114448257749e-02,2.201227044098e-02
amgx,41,1,6,2.027003333869e-02,-1.817034107143e-02
amgx,41,1,7,2.556444250171e-02,-2.055215479717e-02
amgx,41,1,8,5.883362006562e-03,-3.283563920642e-03
amgx,41,1,9,7.960782104473e-03,3.492111939187e-03
amgx,42,1,0,3.026075536087e-02,-5.458979043247e-04
amgx,42,1,1,3.569712005617e-02,-3.319033663377e-04
amgx,42,1,2,3.118739042707e-02,5.091971251065e-03
amgx,42,1,3,3.762834037414e-02,5.340543429426e-03
amgx,42,1,4,2.732827461951e-02,4.350704064202e-03
amgx,42,1,5,3.350294012474e-02,4.581397229852e-03
amgx,42,1,6,1.832321108103e-02,-3.097643730652e-03
amgx,42,1,7,2.336242591629e-02,-1.785927205919e-03
amgx,42,1,8,5.609731679842e-03,-4.423526167201e-03
amgx,42,1,9,8.251791432739e-03,-3.804635512746e-03
amgx,43,1,0,3.017887067522e-02,9.048767156249e-04
amgx,43,1,1,3.564733455122e-02,9.795416362153e-04
amgx,43,1,2,3.173295877540e-02,2.613718251236e-03
amgx,43,1,3,3.820054145587e-02,2.762861173609e-03
amgx,43,1,4,2.779442148353e-02,2.005895902195e-03
amgx,43,1,5,3.399380411365e-02,2.373199647950e-03
amgx,43,1,6,1.799132068132e-02,-7.707209093114e-04
amgx,43,1,7,2.317107657280e-02,-4.307501421581e-04
amgx,43,1,8,5.241104499242e-03,-2.086715300621e-03
amgx,43,1,9,7.934738473343e-03,-1.702484745769e-03
amgx,44,0,0,1.835989740727e-02,-4.961003060588e-02
amgx,44,0,1,6.325331297609e-02,5.051490732150e-02
amgx,44,0,2,7.284064158509e-02,4.707363587281e-02
amgx,44,0,3,3.918512105748e-02,-4.609409423660e-02
amgx,44,0,4,1.850076238359e-02,-6.173753235624e-02
amgx,44,0,5,6.918756412485e-02,6.435125060748e-02
amgx,44,0,6,7.813992613545e-02,6.004744008578e-02
amgx,44,0,7,3.749164448564e-02,-5.728457891217e-02
amgx,44,0,8,1.388924775156e-02,-5.776701622768e-02
amgx,44,0,9,6.362944168594e-02,5.977291212988e-02
amgx,44,0,10,7.324117553580e-02,5.550023997430e-02
amgx,44,0,11,3.137349844269e-02,-5.312704032635e-02
amgx,44,0,12,3.293322677695e-03,-4.224524473707e-02
amgx,44,0,13,4.627644254434e-02,4.147452382776e-02
amgx,44,0,14,5.435700267331e-02,3.748904986672e-02
amgx,44,0,15,2.034025806933e-02,-3.791980000888e-02
amgx,44,0,16,-1.352258727529e-02,-1.924806514389e-02
amgx,44,0,17,1.018263883455e-02,1.716134984327e-02
amgx,44,0,18,1.479959645385e-02,1.456047682199e-02
amgx,44,0,19,-5.814266326941e-04,-1.626296156776e-02
amgx,45,0,0,9.058016668671e-03,-9.034410674530e-03
amgx,45,0,1,7.588203980646e-02,2.716111454888e-02
amgx,45,0,2,8.460905055330e-02,2.701338814530e-02
amgx,45,0,3,3.054247838811e-02,-8.347801427772e-03
amgx,45,0,4,9.240132530158e-03,-2.133545677291e-02
amgx,45,0,5,8.125342361375e-02,4.192222566924e-02
