solver,step,grid,cell,x,r
amgx,90,1,1,1.478794354991e-05,2.431257525113e-06
amgx,90,1,2,9.558969064947e-06,1.386269369701e-06
amgx,90,1,3,-7.703089038345e-06,8.171932842682e-07
amgx,90,1,4,-1.284447894816e-05,-1.658856146505e-06
amgx,90,1,5,-3.125472943734e-05,-2.372199355821e-06
amgx,90,1,6,-1.745536453815e-05,2.232556306629e-07
amgx,90,1,7,-3.164681515088e-05,-3.313755174930e-06
amgx,90,1,8,-8.742957297448e-06,-1.334440911118e-06
amgx,90,1,9,-1.459858317080e-05,-3.063888598229e-06
amgx,91,1,0,2.708908300792e-05,1.423965341066e-06
amgx,91,1,1,1.515263217868e-05,1.240258622039e-06
amgx,91,1,2,9.707497925986e-06,9.933173797529e-07
amgx,91,1,3,-7.615532615030e-06,5.738760062500e-07
amgx,91,1,4,-1.302221353529e-05,-3.239800389578e-07
amgx,91,1,5,-3.150889365403e-05,-1.305761974080e-06
amgx,91,1,6,-1.743144429201e-05,-8.771072824189e-07
amgx,91,1,7,-3.200186034819e-05,-1.823495080685e-06
amgx,91,1,8,-8.854160706708e-06,-5.410937853470e-07
amgx,91,1,9,-1.485390722065e-05,-1.587265953445e-06
amgx,92,0,0,5.072403351631e-05,-2.675432158496e-05
amgx,92,0,1,8.182290781870e-05,2.817828692603e-05
amgx,92,0,2,8.981456234262e-05,4.242187443061e-05
amgx,92,0,3,8.317226467352e-06,-4.118161580857e-05
amgx,92,0,4,2.740179434805e-05,-1.992008479566e-06
amgx,92,0,5,9.801344905111e-06,2.985325859319e-06
amgx,92,0,6,6.352430187646e-06,1.912141258618e-05
amgx,92,0,7,-4.588608128387e-05,-1.854753657993e-05
amgx,92,0,8,-2.707842371675e-06,3.771879382657e-05
amgx,92,0,9,-6.491311909076e-05,-3.804277386553e-05
amgx,92,0,10,-5.359832106652e-05,-1.060332119722e-05
amgx,92,0,11,-9.266588214848e-05,9.297559223141e-06
amgx,92,0,12,-8.338954349810e-06,3.584096387440e-05
amgx,92,0,13,-3.977997907301e-05,-3.671807115681e-05
amgx,92,0,14,-3.237813923387e-05,-1.890765392965e-05
amgx,92,0,15,-7.945044074465e-05,1.708415884897e-05
amgx,92,0,16,-2.526394565180e-05,1.686343783314e-05
amgx,92,0,17,-1.744412612623e-05,-1.740453161849e-05
amgx,92,0,18,-1.030437791155e-05,-5.599565388634e-06
amgx,92,0,19,-5.123230264087e-05,4.012299435189e-06
amgx,93,0,0,4.570759821913e-05,5.719006333163e-08
amgx,93,0,1,8.886747955021e-05,1.319335364060e-05
amgx,93,0,2,1.004200309503e-04,1.351375223496e-05
amgx,93,0,3,5.956735032453e-07,-2.472065831479e-06
amgx,93,0,4,2.710299307611e-05,7.031302555357e-07
amgx,93,0,5,1.036109350373e-05,3.944346684524e-06
amgx,93,0,6,9.937695047554e-06,1.117531714135e-05
amgx,93,0,7,-4.866821177086e-05,-7.378538365710e-06
amgx,93,0,8,2.949976702311e-06,7.374021666080e-06
amgx,93,0,9,-7.204613919054e-05,-1.216588686016e-05
amgx,93,0,10,-5.558644379100e-05,-8.349136767522e-06
amgx,93,0,11,-9.127124826501e-05,1.167604216622e-07
amgx,93,0,12,-2.962809768651e-06,9.841351429825e-06
amgx,93,0,13,-4.666461741492e-05,-1.709225816241e-05
amgx,93,0,14,-3.592332434568e-05,-1.187698552974e-05
amgx,93,0,15,-7.688781691731e-05,2.622025913302e-06
amgx,93,0,16,-2.315601592266e-05,6.981324296672e-06
amgx,93,0,17,-2.005480586901e-05,-9.967776325677e-06
amgx,93,0,18,-1.114431271985e-05,-7.054218772343e-06
amgx,93,0,19,-5.073076521147e-05,2.725763877847e-06
amgx,94,0,0,4.571832135600e-05,3.418105464314e-06
amgx,94,0,1,9.216581796036e-05,7.427064609114e-06
amgx,94,0,2,1.037984690090e-04,8.308636089492e-06
amgx,94,0,3,1.321611598430e-07,1.653640846014e-06
amgx,94,0,4,2.720846261444e-05,2.032173954019e-06
amgx,94,0,5,1.110065850708e-05,4.204162797336e-06
amgx,94,0,6,1.203306701156e-05,4.239588448659e-06
amgx,94,0,7,-4.977499252571e-05,-1.952609075770e-07
amgx,94,0,8,4.056079952223e-06,1.144073883045e-06
amgx,94,0,9,-7.432724297682e-05,-5.966065011142e-06
amgx,94,0,10,-5.715190693491e-05,-4.482436737734e-06
amgx,94,0,11,-9.125373420176e-05,-2.249749906356e-06
amgx,94,0,12,-1.486607054177e-06,1.234308239000e-06
amgx,94,0,13,-4.986941582037e-05,-8.800066848088e-06
amgx,94,0,14,-3.815025913250e-05,-8.404336860655e-06
amgx,94,0,15,-7.649451303031e-05,-1.213193760521e-06
amgx,94,0,16,-2.228335038557e-05,1.726367339790e-06
amgx,94,0,17,-2.154997231786e-05,-5.882209765639e-06
amgx,94,0,18,-1.220244553570e-05,-5.144935444034e-06
amgx,94,0,19,-5.039004472674e-05,1.661204060549e-08
amgx,95,0,0,8.742721959921e-01,1.618292330148e-07
amgx,95,0,1,6.243464327014e-01,1.696437439273e-07
amgx,95,0,2,3.756532179520e-01,4.416445173382e-07
amgx,95,0,3,1.257276210837e-01,3.355439160711e-07
amgx,95,0,4,8.727425130962e-01,-6.995228761530e-07
amgx,95,0,5,6.231140538039e-01,2.157335939480e-07
amgx,95,0,6,3.768860417154e-01,-3.634541683832e-07
amgx,95,0,7,1.272576019266e-01,2.776515057029e-07
amgx,95,0,8,8.663256161624e-01,-5.386548550408e-07
amgx,95,0,9,6.184814434359e-01,-5.613468847431e-07
amgx,95,0,10,3.815189297251e-01,-2.836808090302e-07
amgx,95,0,11,1.336746244855e-01,-1.887723413628e-07
amgx,95,0,12,8.404035856247e-01,-4.456500421897e-07
amgx,95,0,13,6.029666127056e-01,3.809726347187e-07
amgx,95,0,14,3.970333255825e-01,-2.676972825589e-07
amgx,95,0,15,1.595964020036e-01,4.132410299647e-07
amgx,95,0,16,7.327252536055e-01,5.411435483610e-07
amgx,95,0,17,5.559484771520e-01,5.707494801828e-07
amgx,95,0,18,4.440510901985e-01,8.249332167077e-07
amgx,95,0,19,2.672744731910e-01,6.530560174457e-07
amgx,96,0,0,8.742721959921e-01,1.618292330148e-07
amgx,96,0,1,6.243464327014e-01,1.696437439273e-07
amgx,96,0,2,3.756532179520e-01,4.416445173382e-07
amgx,96,0,3,1.257276210837e-01,3.355439160711e-07
amgx,96,0,4,8.727425130962e-01,-6.995228761530e-07
amgx,96,0,5,6.231140538039e-01,2.157335939480e-07
amgx,96,0,6,3.768860417154e-01,-3.634541683832e-07
amgx,96,0,7,1.272576019266e-01,2.776515057029e-07
amgx,96,0,8,8.663256161624e-01,-5.386548550408e-07
amgx,96,0,9,6.184814434359e-01,-5.613468847431e-07
amgx,96,0,10,3.815189297251e-01,-2.836808090302e-07
amgx,96,0,11,1.336746244855e-01,-1.887723413628e-07
amgx,96,0,12,8.404035856247e-01,-4.456500421897e-07
amgx,96,0,13,6.029666127056e-01,3.809726347187e-07
amgx,96,0,14,3.970333255825e-01,-2.676972825589e-07
amgx,96,0,15,1.595964020036e-01,4.132410299647e-07
amgx,96,0,16,7.327252536055e-01,5.411435483610e-07
amgx,96,0,17,5.559484771520e-01,5.707494801828e-07
amgx,96,0,18,4.440510901985e-01,8.249332167077e-07
amgx,96,0,19,2.672744731910e-01,6.530560174457e-07
amgx,97,0,0,3.034298119027e-08,-2.206018718744e-08
amgx,97,0,1,4.241093598182e-08,2.236150953719e-07
amgx,97,0,2,1.104111293345e-07,1.475888930078e-07
amgx,97,0,3,6.291448426334e-08,2.359448342078e-07
amgx,97,0,4,-1.049284314230e-07,-1.848859172388e-07
amgx,97,0,5,4.045004886525e-08,-1.819842944153e-07
amgx,97,0,6,-6.814765657186e-08,4.845521026626e-08
amgx,97,0,7,4.164772585543e-08,3.586385291278e-08
amgx,97,0,8,-8.079822825612e-08,-4.116921924009e-07
amgx,97,0,9,-1.052525408893e-07,-1.624426832601e-07
amgx,97,0,10,-5.319015169316e-08,-3.228294914030e-07
amgx,97,0,11,-2.831585120442e-08,3.250643316278e-09
amgx,97,0,12,-6.684750632846e-08,-5.313542624867e-08
amgx,97,0,13,7.143236900975e-08,-4.143770699050e-08
amgx,97,0,14,-5.019324047979e-08,1.370440336777e-07
amgx,97,0,15,6.198615449470e-08,1.064331679877e-07
amgx,97,0,16,6.764294354513e-08,1.540508027892e-07
amgx,97,0,17,8.561242202742e-08,4.055026651067e-07
amgx,97,0,18,1.237399825061e-07,3.232844879053e-07
amgx,97,0,19,8.163200218071e-08,3.489901413623e-07
amgx,98,0,0,2.620669609263e-08,2.265583946029e-08
amgx,98,0,1,9.831470982479e-08,5.454265679442e-08
amgx,98,0,2,1.473083525865e-07,1.461260054338e-07
amgx,98,0,3,1.071541406773e-07,1.012630097408e-07
amgx,98,0,4,-1.326613190088e-07,-1.462336484704e-07
amgx,98,0,5,6.327993662383e-09,-3.869783853302e-08
amgx,98,0,6,-5.906230464694e-08,-4.026198108548e-08
amgx,98,0,7,4.702730379235e-08,6.277856806452e-08
amgx,98,0,8,-1.425520571163e-07,-1.690842527346e-07
amgx,98,0,9,-1.357105440006e-07,-2.047866545768e-07
amgx,98,0,10,-1.137206813312e-07,-7.589667122506e-08
amgx,98,0,11,-2.782825470697e-08,-3.837331567392e-08
amgx,98,0,12,-7.481782026576e-08,-6.355090513437e-08
amgx,98,0,13,6.366279894903e-08,3.773341228440e-08
amgx,98,0,14,-2.449748416522e-08,3.041855710460e-08
amgx,98,0,15,7.795112969285e-08,9.641541247921e-08
amgx,98,0,16,8.689929389378e-08,9.136778652601e-08
amgx,98,0,17,1.464378217934e-07,1.613551197504e-07
amgx,98,0,18,1.722326556919e-07,2.109660457272e-07
amgx,98,0,19,1.252557698510e-07,1.517051837245e-07
amgx,99,0,0,2.620669609263e-08,2.265583946029e-08
amgx,99,0,1,9.831470982479e-08,5.454265679442e-08
amgx,99,0,2,1.473083525865e-07,1.461260054338e-07
amgx,99,0,3,1.071541406773e-07,1.012630097408e-07
amgx,99,0,4,-1.326613190088e-07,-1.462336484704e-07
amgx,99,0,5,6.327993662383e-09,-3.869783853302e-08
amgx,99,0,6,-5.906230464694e-08,-4.026198108548e-08
amgx,99,0,7,4.702730379235e-08,6.277856806452e-08
amgx,99,0,8,-1.425520571163e-07,-1.690842527346e-07
amgx,99,0,9,-1.357105440006e-07,-2.047866545768e-07
amgx,99,0,10,-1.137206813312e-07,-7.589667122506e-08
amgx,99,0,11,-2.782825470697e-08,-3.837331567392e-08
amgx,99,0,12,-7.481782026576e-08,-6.355090513437e-08
amgx,99,0,13,6.366279894903e-08,3.773341228440e-08
amgx,99,0,14,-2.449748416522e-08,3.041855710460e-08
amgx,99,0,15,7.795112969285e-08,9.641541247921e-08
amgx,99,0,16,8.689929389378e-08,9.136778652601e-08
amgx,99,0,17,1.464378217934e-07,1.613551197504e-07
amgx,99,0,18,1.722326556919e-07,2.109660457272e-07
amgx,99,0,19,1.252557698510e-07,1.517051837245e-07
amgx,100,1,0,0.000000000000e+00,7.719849625471e-08
amgx,100,1,1,0.000000000000e+00,2.473890151746e-07
amgx,100,1,2,0.000000000000e+00,-1.849314870034e-07
amgx,100,1,3,0.000000000000e+00,2.251658697903e-08
amgx,100,1,4,0.000000000000e+00,-3.738709073114e-07
amgx,100,1,5,0.000000000000e+00,-1.142699868990e-07
amgx,100,1,6,0.000000000000e+00,-2.581749284998e-08
amgx,100,1,7,0.000000000000e+00,1.268339695838e-07
amgx,100,1,8,0.000000000000e+00,2.527229062764e-07
amgx,100,1,9,0.000000000000e+00,3.626712294517e-07
amgx,101,1,0,1.157977443821e-08,1.677980055343e-08
amgx,101,1,1,3.710835227620e-08,7.825201115594e-08
amgx,101,1,2,-1.981408789322e-08,-1.007760258363e-07
amgx,101,1,3,2.412491462039e-09,3.554533763986e-08
amgx,101,1,4,-4.005759721194e-08,-1.508714353928e-07
amgx,101,1,5,-1.224321288203e-08,-3.662140324464e-08
amgx,101,1,6,-2.766159948212e-09,-3.085972937299e-08
amgx,101,1,7,1.358935388398e-08,6.490111159229e-08
amgx,101,1,8,2.106024218970e-08,8.787100912699e-08
amgx,101,1,9,3.022260245431e-08,1.389067573206e-07
amgx,102,1,0,1.409674452122e-08,-5.662110867452e-09
amgx,102,1,1,4.884615394959e-08,2.969683093769e-08
amgx,102,1,2,-3.061151923282e-08,-4.868123055864e-08
amgx,102,1,3,6.220920494882e-09,1.371706286472e-08
amgx,102,1,4,-5.622239386116e-08,-6.984924245496e-08
amgx,102,1,5,-1.616693465825e-08,-3.795908339209e-09
amgx,102,1,6,-6.072559523889e-09,-1.844566692612e-08
amgx,102,1,7,2.054304441173e-08,2.822256099007e-08
amgx,102,1,8,2.838282628362e-08,2.693051624044e-08
amgx,102,1,9,4.179816556436e-08,5.595665447955e-08
amgx,103,1,0,1.409674452122e-08,-5.662110867452e-09
amgx,103,1,1,4.884615394959e-08,2.969683093769e-08
amgx,103,1,2,-3.061151923282e-08,-4.868123055864e-08
amgx,103,1,3,6.220920494882e-09,1.371706286472e-08
amgx,103,1,4,-5.622239386116e-08,-6.984924245496e-08
amgx,103,1,5,-1.616693465825e-08,-3.795908339209e-09
amgx,103,1,6,-6.072559523889e-09,-1.844566692612e-08
amgx,103,1,7,2.054304441173e-08,2.822256099007e-08
amgx,103,1,8,2.838282628362e-08,2.693051624044e-08
amgx,103,1,9,4.179816556436e-08,5.595665447955e-08
amgx,104,2,0,0.000000000000e+00,-5.434334142610e-08
amgx,104,2,1,0.000000000000e+00,4.341389380241e-08
amgx,104,2,2,0.000000000000e+00,-8.829490938107e-08
amgx,104,2,3,0.000000000000e+00,2.442665265086e-08
amgx,104,2,4,0.000000000000e+00,8.288717071999e-08
amgx,105,2,0,-5.094688258696e-09,-1.868996667573e-08
amgx,105,2,1,4.070052543976e-09,4.328094830838e-09
amgx,105,2,2,-6.622118203580e-09,-2.082843371003e-08
amgx,105,2,3,1.831998948814e-09,8.773204098505e-09
amgx,105,2,4,3.885336127500e-09,1.114155417047e-08
amgx,106,2,0,-6.846872634546e-09,-6.985238944656e-09
amgx,106,2,1,4.475811434367e-09,-1.106364429215e-09
amgx,106,2,2,-8.184250731833e-09,-6.350975860951e-09
amgx,106,2,3,2.489989256202e-09,9.250744523847e-10
amgx,106,2,4,4.407596479240e-09,9.771041008874e-10
amgx,107,2,0,-6.846872634546e-09,-6.985238944656e-09
amgx,107,2,1,4.475811434367e-09,-1.106364429215e-09
amgx,107,2,2,-8.184250731833e-09,-6.350975860951e-09
amgx,107,2,3,2.489989256202e-09,9.250744523847e-10
amgx,107,2,4,4.407596479240e-09,9.771041008874e-10
amgx,108,3,0,0.000000000000e+00,-8.091603373871e-09
amgx,108,3,1,0.000000000000e+00,-4.448797307679e-09
amgx,109,3,0,-7.793884933956e-10,0.000000000000e+00
amgx,109,3,1,-3.152646367192e-10,0.000000000000e+00
amgx,110,2,0,-7.626261127942e-09,-2.939437257721e-09
amgx,110,2,1,3.696422940971e-09,2.939437257721e-09
amgx,110,2,2,-8.499515368552e-09,-6.018165027427e-09
amgx,110,2,3,2.174724619483e-09,1.257885285909e-09
amgx,110,2,4,4.092331842521e-09,4.760279741518e-09
amgx,111,2,0,-7.901833370853e-09,-1.086439582722e-09
amgx,111,2,1,3.971995183883e-09,3.723976214939e-10
amgx,111,2,2,-8.950877745609e-09,-1.420726724026e-09
amgx,111,2,3,2.269066015926e-09,4.091672789531e-10
amgx,111,2,4,4.315469955405e-09,4.760279741518e-10
amgx,112,2,0,-8.003687081734e-09,-4.148943502542e-10
amgx,112,2,1,4.006907460898e-09,-4.923292454386e-11
amgx,112,2,2,-9.057432249911e-09,-4.528863883470e-10
amgx,112,2,3,2.299753561848e-09,3.634987741250e-12
amgx,112,2,4,4.337783766693e-09,-3.272692322294e-11
amgx,113,1,0,6.093057439487e-09,2.235585783865e-08
amgx,113,1,1,5.285306141048e-08,9.672421473259e-09
amgx,113,1,2,-3.861520631455e-08,-2.277075218890e-08
amgx,113,1,3,1.022782795578e-08,-9.721654397802e-09
amgx,113,1,4,-6.527982611107e-08,-3.826970180702e-08
amgx,113,1,5,-1.386718109640e-08,-1.633829347656e-08
amgx,113,1,6,-1.512999177380e-08,3.781681541867e-08
amgx,113,1,7,2.284279797357e-08,1.634192846430e-08
amgx,113,1,8,3.272061005031e-08,-2.588661839293e-08
amgx,113,1,9,4.613594933105e-08,2.585389146970e-08
amgx,114,1,0,9.446436115284e-09,2.160380783029e-09
amgx,114,1,1,5.430392463147e-08,3.688272387440e-09
amgx,114,1,2,-4.105492976337e-08,-8.228186911186e-09
amgx,114,1,3,9.186222127443e-09,-5.469473494119e-09
amgx,114,1,4,-6.938015130468e-08,-8.093800489293e-09
amgx,114,1,5,-1.561771254031e-08,-6.766268405642e-09
amgx,114,1,6,-1.107819012180e-08,-1.309962024481e-09
amgx,114,1,7,2.459371888046e-08,8.945202791859e-09
amgx,114,1,8,3.056339185090e-08,3.786439661578e-09
amgx,114,1,9,4.829044028686e-08,7.808096481795e-09
amgx,115,1,0,9.770493232738e-09,-6.698468556666e-10
amgx,115,1,1,5.485716548959e-08,7.409517986020e-11
amgx,115,1,2,-4.193652121813e-08,-3.729333329249e-09
amgx,115,1,3,8.600207110216e-09,-2.592392770420e-09
amgx,115,1,4,-7.024734421425e-08,-4.792296509142e-09
amgx,115,1,5,-1.634266986949e-08,-1.813960875748e-09
amgx,115,1,6,-1.121854319585e-08,-4.723884634827e-10
amgx,115,1,7,2.555213346530e-08,1.947382379194e-09
amgx,115,1,8,3.087892848936e-08,1.316578474108e-09
amgx,115,1,9,4.894111499367e-08,4.184389928598e-09
amgx,116,0,0,3.597718932536e-08,-4.859216145606e-08
amgx,116,0,1,1.080852030575e-07,4.792231460040e-08
amgx,116,0,2,2.021655180761e-07,5.478237479759e-08
amgx,116,0,3,1.620113061669e-07,-5.470827961773e-08
amgx,116,0,4,-1.745978402269e-07,-3.896441457934e-08
amgx,116,0,5,-3.560852755575e-08,3.523508125009e-08
amgx,116,0,6,-5.046209753672e-08,-6.948462801417e-08
amgx,116,0,7,5.562751090256e-08,6.689223524375e-08
amgx,116,0,8,-2.127994013305e-07,5.875005970839e-08
amgx,116,0,9,-2.059578882148e-07,-6.354235621753e-08
amgx,116,0,10,-1.300633512007e-07,-6.296366525532e-08
amgx,116,0,11,-4.417092457647e-08,6.114970437957e-08
amgx,116,0,12,-8.603636346161e-08,-5.804514807585e-08
amgx,116,0,13,5.244425575318e-08,5.757275961237e-08
amgx,116,0,14,1.054649300085e-09,-2.485794136299e-08
amgx,116,0,15,1.035032631582e-07,2.680532374218e-08
amgx,116,0,16,1.177782223831e-07,-7.424539911666e-08
amgx,116,0,17,1.773167502828e-07,7.556197759077e-08
amgx,116,0,18,2.211737706856e-07,7.163264770715e-08
amgx,116,0,19,1.741968848447e-07,-6.744825777856e-08
amgx,117,0,0,2.686615905235e-08,-6.012123900818e-09
amgx,117,0,1,1.200657817076e-07,2.317171981088e-08
amgx,117,0,2,2.158611117755e-07,2.390002168516e-09
amgx,117,0,3,1.517535037386e-07,1.005235908153e-08
amgx,117,0,4,-1.804425024138e-07,-3.433047227197e-09
amgx,117,0,5,-2.900194982136e-08,-9.997872767723e-09
amgx,117,0,6,-6.349046528938e-08,1.159162481438e-09
amgx,117,0,7,6.566134618913e-08,2.609344286891e-09
amgx,117,0,8,-2.039868923742e-07,-1.177811126197e-08
amgx,117,0,9,-2.178720800056e-07,-1.477297171785e-09
amgx,117,0,10,-1.418690384361e-07,-3.617188420590e-08
amgx,117,0,11,-3.499846891953e-08,1.753637270741e-08
amgx,117,0,12,-9.474313567299e-08,-4.184560524968e-09
amgx,117,0,13,6.323914818050e-08,4.456585339834e-10
amgx,117,0,14,-3.606214705474e-09,7.540415568601e-09
amgx,117,0,15,1.075240617195e-07,2.781890364601e-09
amgx,117,0,16,1.084975474936e-07,-1.593382535193e-08
amgx,117,0,17,1.886510469214e-07,3.114960909150e-08
amgx,117,0,18,2.319186678417e-07,1.615056233752e-08
amgx,117,0,19,1.657658526223e-07,-2.096368727239e-09
amgx,118,0,0,2.573888582095e-08,3.774941893435e-09
amgx,118,0,1,1.258587116603e-07,3.388556119497e-09
amgx,118,0,2,2.164586123176e-07,8.492590787904e-09
amgx,118,0,3,1.536383210663e-07,3.501991955545e-09
amgx,118,0,4,-1.809574594979e-07,-5.626852871446e-09
amgx,118,0,5,-3.087655096531e-08,2.718854422269e-09
amgx,118,0,6,-6.327312232411e-08,-7.378136627032e-09
amgx,118,0,7,6.605274783216e-08,5.384952270890e-09
amgx,118,0,8,-2.057536090635e-07,-4.364162198026e-09
amgx,118,0,9,-2.181490732253e-07,-1.070930943967e-08
amgx,118,0,10,-1.486512667247e-07,-5.058337480690e-09
amgx,118,0,11,-3.236801301342e-08,-1.589449914029e-09
amgx,118,0,12,-9.537081975173e-08,-4.721024014407e-09
amgx,118,0,13,6.332270915562e-08,5.293006617879e-09
amgx,118,0,14,-2.192386786362e-09,-1.973695516015e-09
amgx,118,0,15,1.079413452742e-07,4.477710325469e-09
amgx,118,0,16,1.065058193246e-07,6.130094699810e-11
amgx,118,0,17,1.933234882851e-07,8.301819429635e-09
amgx,118,0,18,2.343412521923e-07,9.861863776314e-09
amgx,118,0,19,1.655038065314e-07,2.315775723509e-09
amgx,119,0,0,8.742722225084e-01,1.225925517369e-09
amgx,119,0,1,6.243465610285e-01,2.002750610234e-10
amgx,119,0,2,3.756534380844e-01,1.200483529417e-09
amgx,119,0,3,1.257277766005e-01,-9.483680935916e-12
amgx,119,0,4,8.727423302309e-01,2.009714553500e-09
amgx,119,0,5,6.231140226931e-01,2.286874333887e-10
amgx,119,0,6,3.768859778246e-01,-3.505277409876e-09
amgx,119,0,7,1.272576683080e-01,3.726953428145e-09
amgx,119,0,8,8.663254079627e-01,1.414456786560e-09
amgx,119,0,9,6.184812219169e-01,-2.036978081479e-09
amgx,119,0,10,3.815187787079e-01,-1.298466994220e-09
amgx,119,0,11,1.336745908419e-01,3.305754275582e-09
amgx,119,0,12,8.404034890803e-01,8.501154108354e-12
amgx,119,0,13,6.029666762669e-01,1.455237732535e-09
amgx,119,0,14,3.970333229495e-01,9.013470632454e-10
amgx,119,0,15,1.595965104995e-01,1.496890507857e-09
amgx,119,0,16,7.327253611805e-01,-5.426576571050e-09
amgx,119,0,17,5.559486725759e-01,1.792896268266e-09
amgx,119,0,18,4.440513272253e-01,-3.979681158393e-10
amgx,119,0,19,2.672746402029e-01,-3.492782493590e-09
amgx,120,0,0,8.742722225084e-01,1.225925517369e-09
amgx,120,0,1,6.243465610285e-01,2.002750610234e-10
amgx,120,0,2,3.756534380844e-01,1.200483529417e-09
amgx,120,0,3,1.257277766005e-01,-9.483680935916e-12
amgx,120,0,4,8.727423302309e-01,2.009714553500e-09
amgx,120,0,5,6.231140226931e-01,2.286874333887e-10
amgx,120,0,6,3.768859778246e-01,-3.505277409876e-09
amgx,120,0,7,1.272576683080e-01,3.726953428145e-09
amgx,120,0,8,8.663254079627e-01,1.414456786560e-09
amgx,120,0,9,6.184812219169e-01,-2.036978081479e-09
amgx,120,0,10,3.815187787079e-01,-1.298466994220e-09
amgx,120,0,11,1.336745908419e-01,3.305754275582e-09
amgx,120,0,12,8.404034890803e-01,8.501154108354e-12
amgx,120,0,13,6.029666762669e-01,1.455237732535e-09
amgx,120,0,14,3.970333229495e-01,9.013470632454e-10
amgx,120,0,15,1.595965104995e-01,1.496890507857e-09
amgx,120,0,16,7.327253611805e-01,-5.426576571050e-09
amgx,120,0,17,5.559486725759e-01,1.792896268266e-09
amgx,120,0,18,4.440513272253e-01,-3.979681158393e-10
amgx,120,0,19,2.672746402029e-01,-3.492782493590e-09
amgx,121,0,0,2.298610345066e-10,6.580073276230e-10
amgx,121,0,1,5.006876525585e-11,6.229295758771e-10
amgx,121,0,2,3.001208823542e-10,-3.088280569171e-10
amgx,121,0,3,-1.778190175484e-12,8.567929763420e-10
amgx,121,0,4,3.014571830250e-10,9.873370846260e-10
amgx,121,0,5,4.287889376038e-11,-6.304750980009e-10
amgx,121,0,6,-6.572395143517e-10,-2.177391235488e-10
amgx,121,0,7,5.590430142218e-10,7.685837938465e-10
amgx,121,0,8,2.121685179840e-10,2.744131625040e-10
amgx,121,0,9,-3.819333902772e-10,-2.248025951913e-10
amgx,121,0,10,-2.434625614163e-10,-6.989239374880e-10
amgx,121,0,11,4.958631413374e-10,1.366552597880e-09
amgx,121,0,12,1.275173116253e-12,-1.911711900199e-10
amgx,121,0,13,2.728570748502e-10,4.210882305711e-10
amgx,121,0,14,1.690025743585e-10,4.195696380479e-10
amgx,121,0,15,2.245335761785e-10,6.024905309612e-10
amgx,121,0,16,-6.783220713812e-10,-1.086434529406e-09
amgx,121,0,17,2.689344402399e-10,-1.693614684037e-11
amgx,121,0,18,-5.969521737590e-11,-9.815282606019e-11
amgx,121,0,19,-4.365978116988e-10,-7.083572645950e-10
amgx,122,0,0,3.532374084359e-10,4.683347885689e-10
amgx,122,0,1,2.058011592251e-10,8.368767279414e-11
amgx,122,0,2,2.229138681250e-10,1.983479771387e-10
amgx,122,0,3,1.588704928886e-10,2.522787989332e-10
amgx,122,0,4,4.495577457189e-10,2.931585385862e-10
amgx,122,0,5,-7.533518711479e-11,6.323760989917e-11
amgx,122,0,6,-6.980656000171e-10,-2.656165451937e-10
amgx,122,0,7,6.743305832987e-10,5.169514355423e-10
amgx,122,0,8,2.533304923596e-10,1.458776882185e-10
amgx,122,0,9,-4.240838768756e-10,-1.853469503443e-10
amgx,122,0,10,-3.745107996953e-10,2.594464018015e-11
amgx,122,0,11,7.008460310193e-10,4.162510599120e-10
amgx,122,0,12,-2.740050538673e-11,-6.348109607307e-11
amgx,122,0,13,3.518111180823e-10,1.105747776494e-10
amgx,122,0,14,2.476718814925e-10,1.284488702002e-10
amgx,122,0,15,3.149071558227e-10,3.457301714818e-10
amgx,122,0,16,-8.141263875570e-10,-3.028247328806e-10
amgx,122,0,17,2.663940182139e-10,-7.580723356282e-11
amgx,122,0,18,-7.441814128493e-11,-3.695397948150e-11
amgx,122,0,19,-5.251424697732e-10,-1.014386604136e-10
amgx,123,0,0,3.532374084359e-10,4.683347885689e-10
amgx,123,0,1,2.058011592251e-10,8.368767279414e-11
amgx,123,0,2,2.229138681250e-10,1.983479771387e-10
amgx,123,0,3,1.588704928886e-10,2.522787989332e-10
amgx,123,0,4,4.495577457189e-10,2.931585385862e-10
amgx,123,0,5,-7.533518711479e-11,6.323760989917e-11
amgx,123,0,6,-6.980656000171e-10,-2.656165451937e-10
amgx,123,0,7,6.743305832987e-10,5.169514355423e-10
amgx,123,0,8,2.533304923596e-10,1.458776882185e-10
amgx,123,0,9,-4.240838768756e-10,-1.853469503443e-10
amgx,123,0,10,-3.745107996953e-10,2.594464018015e-11
amgx,123,0,11,7.008460310193e-10,4.162510599120e-10
amgx,123,0,12,-2.740050538673e-11,-6.348109607307e-11
amgx,123,0,13,3.518111180823e-10,1.105747776494e-10
amgx,123,0,14,2.476718814925e-10,1.284488702002e-10
amgx,123,0,15,3.149071558227e-10,3.457301714818e-10
amgx,123,0,16,-8.141263875570e-10,-3.028247328806e-10
amgx,123,0,17,2.663940182139e-10,-7.580723356282e-11
amgx,123,0,18,-7.441814128493e-11,-3.695397948150e-11
amgx,123,0,19,-5.251424697732e-10,-1.014386604136e-10
amgx,124,1,0,0.000000000000e+00,5.520224613630e-10
amgx,124,1,1,0.000000000000e+00,4.506267760719e-10
amgx,124,1,2,0.000000000000e+00,3.563961484854e-10
amgx,124,1,3,0.000000000000e+00,2.513348903486e-10
amgx,124,1,4,0.000000000000e+00,-3.946926212577e-11
amgx,124,1,5,0.000000000000e+00,4.421957000922e-10
